"","state","county_name","county_crime_2016","inactivity_2016","median_house_income_2016","pop_2016","rural_2016","rec_resource_2016","county_crime_2018","inactivity_2018","median_house_income_2018","pop_2018","rural_2018","rec_resource_2018","county_crime_2020","inactivity_2020","median_house_income_2020","pop_2020","rural_2020","rec_resource_2020"
"1819","NJ","Hudson County",459.78536039,0.25,57720,669115,0,0.9988963621,406.43744968,0.253,63157,677983,0,0.9992857886,341.7111839,0.288,73337,676061,0,0.9997130541
"1820","NJ","Hunterdon County",48.212383325,0.179,103876,126067,0.4956953307,0.9083592393,40.349626897,0.176,113336,124676,0.4956953307,0.9031624711,42.286840415,0.188,112335,124714,0.4956953307,0.8897615096
"1821","NJ","Mercer County",445.19343387,0.224,73750,371537,0.0348255041,0.9723038473,401.88507529,0.221,76988,371023,0.0348255041,0.9751986969,375.28864469,0.243,79979,369811,0.0348255041,0.9916264907
"1822","NJ","Middlesex County",177.57659168,0.244,77330,836297,0.0067431574,0.9584766712,158.86769489,0.25,82183,837073,0.0067431574,0.9600683083,148.55705318,0.259,87666,829685,0.0067431574,0.966643535
"1823","NJ","Monmouth County",187.13906541,0.199,87220,629279,0.0372949649,0.9631983883,161.94750853,0.2,89968,625846,0.0372949649,0.9518655414,149.57254746,0.242,99223,621354,0.0372949649,0.9480884546
"1824","NJ","Morris County",73.334982472,0.199,100511,499727,0.0676937328,0.9560409201,65.475789627,0.188,107019,498423,0.0676937328,0.9419756397,63.485906129,0.213,112396,494228,0.0676937328,0.9548566251
"1825","NJ","Ocean County",113.85647062,0.267,62937,586301,0.028983622,0.8564451313,97.81046252,0.257,62276,592497,0.028983622,0.8914055088,99.252412089,0.292,68483,601651,0.028983622,0.8997982888
"1826","NJ","Passaic County",497.28257807,0.245,58030,508856,0.0241009046,0.9972786727,451.15738129,0.244,61517,507945,0.0241009046,0.992518345,382.03689452,0.275,71959,503310,0.0241009046,0.9736346478
"1827","NJ","Salem County",270.87990655,0.278,56645,64715,0.4530060681,0.6890879651,257.23896841,0.275,56071,63436,0.4530060681,0.822586747,266.00502454,0.296,64524,62607,0.4530060681,0.6953528139
"1828","NJ","Somerset County",75.221379702,0.204,100194,332568,0.0579265653,0.9412726778,66.048527967,0.174,104668,333751,0.0579265653,0.9402585919,64.202760719,0.201,119731,331164,0.0579265653,0.9709532407
"1829","NJ","Sussex County",53.984719201,0.249,82048,144909,0.3984993133,0.9253810337,50.014936587,0.23,87549,142522,0.3984993133,0.9265065488,54.26426698,0.256,92284,140799,0.3984993133,0.939483469
"1830","NJ","Union County",417.64227853,0.251,68172,552939,0,0.99666169,362.61384246,0.215,71801,555630,0,0.9945722173,356.53325539,0.244,80737,558067,0,0.9971146265
"1831","NJ","Warren County",93.381258841,0.241,71294,106917,0.3756486218,0.9121094469,75.098044669,0.243,74834,106617,0.3756486218,0.9778824569,70.825515947,0.284,77571,105779,0.3756486218,0.9704578074
"1832","NM","New Mexico",571.47669713,0.2018032458,44905,2085572,0.225729769,0.7347277726,589.8123153,0.194,46844,2081015,0.225729769,0.7747165254,649.88442579,0.197,47405,2095428,0.225729769,0.7686942223
"1833","NM","Bernalillo County",758.01309958,0.169,47192,675551,0.0419551923,0.918690119,774.75390679,0.164,50599,676953,0.0419551923,0.9167204979,944.83551575,0.17,51372,678701,0.0419551923,0.9104494056
"1834","NM","Catron County",26.695141484,0.24,33256,3556,1,0.6660402685,84.151472651,0.18,34868,3508,1,0.7358389262,158.1823411,0.201,34777,3578,1,0.7358389262
"1835","NM","Chaves County",566.60943339,0.258,38403,65878,0.2424860995,0.4602483053,580.03052259,0.274,40573,65282,0.2424860995,0.763317846,622.07923887,0.264,43527,64689,0.2424860995,0.7108386016
"1836","NM","Cibola County",718.15898972,0.263,35081,27349,0.5534487194,0.5733656708,606.78283498,0.255,36651,27487,0.5534487194,0.5973983023,543.13919777,0.294,38097,26746,0.5534487194,0.6636166538
"1837","NM","Colfax County",209.59417328,0.246,37156,12680,0.5235636364,0.8086545455,210.40296162,0.224,38426,12253,0.5235636364,0.8223272727,273.50710704,0.284,41592,12110,0.5235636364,0.7581090909
"1838","NM","Curry County",464.69298548,0.284,42620,50969,0.1406895981,0.7701959649,438.53463618,0.279,43450,50280,0.1406895981,0.7916942285,407.38621792,0.304,47202,49437,0.1406895981,0.78334298
"1839","NM","DeBaca County",462.01232033,0.286,33789,1825,1,0.2087042532,402.30890327,0.248,32820,1793,1,0.8555885262,218.459858,0.296,35087,1781,1,0.8545994065
"1840","NM","Dona Ana County",358.21728256,0.202,38974,213676,0.1929045609,0.696792571,320.39348325,0.2,38287,214207,0.1929045609,0.8042087051,282.71952821,0.172,38409,217522,0.1929045609,0.7803262392
"1841","NM","Eddy County",617.8537582,0.244,57007,56395,0.208549295,0.7223243976,610.78733164,0.256,57287,57621,0.208549295,0.7056976723,567.4680909,0.277,58320,57900,0.208549295,0.7002916643
"1842","NM","Grant County",487.85896441,0.222,38221,29096,0.4235278173,0.8165277495,709.65255924,0.184,39750,28280,0.4235278173,0.78532222,NA,0.191,38341,27346,0.4235278173,0.7839330487
"1843","NM","Guadalupe County",519.4990037,0.227,29147,4468,0.4407936847,0.6829528483,704.81624434,0.224,31547,4376,0.4407936847,0.6810326435,511.53802433,0.265,29515,4341,0.4407936847,0.5461915938
"1844","NM","Harding County",NA,0.303,40380,683,1,0.2302158273,NA,0.244,37027,665,1,0.0676258993,NA,0.303,37544,655,1,0.0676258993
"1845","NM","Hidalgo County",231.10386079,0.269,34304,4560,1,0.6595831631,302.30596175,0.236,33605,4302,1,0.4711892113,504.54086781,0.286,39882,4240,1,0.4711892113
"1846","NM","Lea County",480.82573261,0.33,58994,69999,0.2103140884,0.7860089298,537.35353385,0.29,52213,69749,0.2103140884,0.8778562269,438.84524856,0.303,51656,69611,0.2103140884,0.8373630788
"1847","NM","Lincoln County",361.06616708,0.248,39995,19706,0.5318339269,0.8277308874,278.67385026,0.234,41214,19429,0.5318339269,0.8510513734,379.55196942,0.252,45095,19556,0.5318339269,0.8509050105
"1848","NM","Los Alamos County",259.42007654,0.145,108477,17682,0.1124233983,0.9885793872,280.91450186,0.136,114670,18147,0.1124233983,0.9955988858,178.11704835,0.128,124947,19101,0.1124233983,0.991643454
"1849","NM","Luna County",612.2018155,0.253,27268,24673,0.4061366806,0.6960749153,731.89986218,0.236,28227,24450,0.4061366806,0.7238095238,700.97767939,0.271,30570,23963,0.4061366806,0.701733413
"1850","NM","McKinley County",635.21246524,0.231,29497,74098,0.5737844794,0.427698204,730.19515713,0.254,31505,74923,0.5737844794,0.4968947575,710.1548164,0.256,33976,72290,0.5737844794,0.4328176579
"1851","NM","Mora County",61.462814997,0.255,27627,4592,1,0.2329440688,107.52688172,0.225,34602,4504,1,0.2817045687,119.93022242,0.22,34491,4506,1,0.2817045687
"1852","NM","Otero County",317.08180606,0.232,41736,65082,0.2959386805,0.6406884336,268.52215818,0.214,41995,65410,0.2959386805,0.5825195542,354.53032473,0.23,42701,66781,0.2959386805,0.5464990517
"1853","NM","Quay County",418.76354553,0.282,29069,8501,0.4156619843,0.6851012056,381.17019249,0.253,28996,8365,0.4156619843,0.6958301073,479.58825594,0.274,33085,8253,0.4156619843,0.7004756111
"1854","NM","Rio Arriba County",489.08210651,0.218,34902,39777,0.497639517,0.4704318442,539.78309177,0.218,37174,40040,0.497639517,0.7677036227,602.15815507,0.233,41511,39006,0.497639517,0.7638771555
"1855","NM","Roosevelt County",369.24809167,0.251,36108,19536,0.3646074776,0.7147032148,522.28725799,0.242,37122,19082,0.3646074776,0.7965836944,478.14780639,0.295,41700,18743,0.3646074776,0.8027814169
"1856","NM","Sandoval County",269.61817051,0.185,56142,137608,0.1705824674,0.757382507,236.06247787,0.154,58621,142025,0.1705824674,0.8674303175,245.96825168,0.129,57036,145179,0.1705824674,0.8523422595
"1857","NM","San Juan County",643.67721767,0.243,47520,123785,0.3366399065,0.3644458799,566.27280238,0.237,50847,115079,0.3366399065,0.5252914398,744.35520282,0.239,46578,125043,0.3366399065,0.5557888099
"1858","NM","San Miguel County",479.29036412,0.195,32964,28239,0.4689551934,0.7171775593,481.97485194,0.188,31734,27760,0.4689551934,0.7088082196,479.91690991,0.226,35292,27591,0.4689551934,0.6564147926
"1859","NM","Santa Fe County",371.47255944,0.12,52628,148164,0.2516057432,0.8064507179,314.2780288,0.11,57469,148651,0.2516057432,0.7625164736,325.88109216,0.121,60187,150056,0.2516057432,0.7873066519
"1860","NM","Sierra County",399.20159681,0.241,29036,11325,0.3395061728,0.9451951952,319.67695802,0.244,30467,11191,0.3395061728,0.8676176176,531.81900126,0.267,31741,10968,0.3395061728,0.8676176176
"1861","NM","Socorro County",680.46742657,0.234,32285,17310,0.4967536102,0.5417552894,660.44698446,0.256,33239,17027,0.4967536102,0.6542594873,515.09100906,0.254,33989,16735,0.4967536102,0.5333034815
"1862","NM","Taos County",510.29112962,0.16,36125,33084,0.5844794608,0.7712906458,433.49096641,0.174,34075,33065,0.5844794608,0.8412120108,416.67300293,0.141,38405,32835,0.5844794608,0.8294015848
"1863","NM","Torrance County",196.67477697,0.254,37311,15611,0.9878532625,0.2083257035,307.89209115,0.26,36347,15302,0.9878532625,0.0875297565,396.49008775,0.263,39123,15591,0.9878532625,0.0875907953
"1864","NM","Union County",472.97297297,0.269,36684,4297,1,0.3574411959,285.42071013,0.237,37787,4183,1,0.7599472412,130.36264518,0.266,40426,4118,1,0.7599472412
"1865","NM","Valencia County",497.43066249,0.236,40591,75817,0.1673131424,0.5354255639,758.61558103,0.219,43819,75626,0.1673131424,0.355640011,917.35837825,0.215,46365,76456,0.1673131424,0.4770729669
"1866","NY","New York",399.77639138,0.2417061315,58771,19746227,0.1212707519,0.9072982999,394.08071702,0.254,62700,19745289,0.1212707519,0.9333737638,379.02571276,0.247,67648,19542209,0.1212707519,0.9319155715
"1867","NY","Albany County",367.98658767,0.22,60371,308171,0.0969612497,0.8559617888,332.18437048,0.229,61634,308846,0.0969612497,0.9130714915,348.21844179,0.22,64536,307117,0.0969612497,0.9205993347
"1868","NY","Allegany County",151.07511676,0.224,42655,47736,0.7873983574,0.4858006783,173.17266758,0.245,45226,47077,0.7873983574,0.5878927798,195.02941427,0.293,46262,46430,0.7873983574,0.6236464675
"1869","NY","Bronx County",619.96376813,0.292,33687,1438159,0.0000281566,0.9861209379,620.76238556,0.311,37355,1455720,0.0000281566,0.9982261311,586.05761611,0.313,38566,1432132,0.0000281566,1
"1870","NY","Broome County",267.51598703,0.243,46283,197349,0.2605682951,0.8706979063,285.83053948,0.259,49927,195334,0.2605682951,0.9056729811,314.95458616,0.23,50928,191659,0.2605682951,0.8948404786
"1871","NY","Cattaraugus County",206.83251954,0.279,43892,78600,0.6175280451,0.6254715689,180.91304421,0.288,46224,77677,0.6175280451,0.6473224847,197.20040087,0.266,48017,76840,0.6175280451,0.6312860291
"1872","NY","Cayuga County",200.34915621,0.225,52792,78823,0.5578187089,0.7241771424,193.97993311,0.279,53437,77861,0.5578187089,0.8104616,241.44125779,0.246,52945,77145,0.5578187089,0.7963037013
"1873","NY","Chautauqua County",225.88894451,0.261,41757,132053,0.4386271821,0.6875356733,231.78552113,0.254,42664,129504,0.4386271821,0.7935065416,271.38336813,0.275,45689,127939,0.4386271821,0.7998888106
"1874","NY","Chemung County",225.14857188,0.246,48880,87770,0.2417876843,0.744016661,201.57739935,0.284,50722,86322,0.2417876843,0.8451874367,192.94740036,0.282,52565,84254,0.2417876843,0.825903411
"1875","NY","Chenango County",121.59368794,0.272,46387,49426,0.8341224716,0.659983755,124.77405779,0.291,45193,48579,0.8341224716,0.7619509876,183.39412319,0.242,50312,47536,0.8341224716,0.7417833865
"1876","NY","Clinton County",100.39998057,0.268,51576,81632,0.6415595169,0.6683347945,129.41819332,0.258,53392,81073,0.6415595169,0.7048631405,157.25500595,0.265,55517,80695,0.6415595169,0.7428647964
"1877","NY","Columbia County",146.81632002,0.248,55047,62122,0.7329783188,0.5750126791,142.32895985,0.223,57579,60989,0.7329783188,0.7213611005,145.53647045,0.201,64916,59916,0.7329783188,0.7415684037
"1878","NY","Cortland County",136.67916754,0.213,48357,49024,0.4427395816,0.8227257986,115.89470714,0.287,51810,48070,0.4427395816,0.8620277282,89.542293116,0.252,51751,47823,0.4427395816,0.8705407816
"1879","NY","Delaware County",140.28557142,0.25,45860,46581,0.7836390163,0.5505210504,141.95074739,0.262,45381,45523,0.7836390163,0.5970195915,193.05876087,0.262,47382,44527,0.7836390163,0.6144435181
"1880","NY","Dutchess County",234.78050304,0.21,70925,296579,0.2539934384,0.801165089,213.48858679,0.228,73680,294473,0.2539934384,0.8346992148,203.66598778,0.211,79604,293718,0.2539934384,0.8572581079
"1881","NY","Erie County",468.14075251,0.227,50134,922835,0.0940383444,0.9530597145,447.71536038,0.25,54175,921046,0.0940383444,0.948236203,427.52334492,0.256,56375,919719,0.0940383444,0.9628220752
"1882","NY","Essex County",121.61289097,0.273,50182,38679,0.7485648971,1,141.89610811,0.278,50506,38102,0.7485648971,1,166.76003492,0.215,54376,37300,0.7485648971,1
"1883","NY","Franklin County",104.98586233,0.258,45704,51262,0.6267563325,0.5692164577,120.85291301,0.306,49062,50409,0.6267563325,0.7391616117,183.45743689,0.292,48722,50293,0.6267563325,0.6536173182
"1884","NY","Fulton County",142.09484981,0.247,45409,54105,0.5037366516,0.8269975329,112.9031279,0.293,45982,53828,0.5037366516,0.8448074049,204.07216734,0.28,51388,53591,0.5037366516,0.8079090958
"1885","NY","Genesee County",172.06561731,0.258,52410,59162,0.598861499,0.6736796551,182.49292005,0.245,54211,58482,0.598861499,0.6180196075,219.98742929,0.299,58925,57511,0.598861499,0.6381764011
"1886","NY","Greene County",206.76444057,0.253,52597,47967,0.7314154528,0.6910058715,223.30659168,0.26,49860,47508,0.7314154528,0.7941529022,225.00426548,0.251,54514,47491,0.7314154528,0.7790374027
"1887","NY","Hamilton County",41.342244884,0.252,49137,4715,1,1,62.704661046,0.252,52134,4542,1,1,74.286320705,0.203,59020,4434,1,1
"1888","NY","Herkimer County",239.17736306,0.229,44148,63744,0.5180954448,0.6170585409,213.12351147,0.318,49633,62613,0.5180954448,0.6699731862,210.88572002,0.288,53168,61833,0.5180954448,0.7389606163
"1889","NY","Jefferson County",175.61992394,0.266,49781,119103,0.4804910995,0.6823082019,162.65952598,0.318,46206,114006,0.4804910995,0.6362955889,212.6354006,0.27,52798,111755,0.4804910995,0.598293025
"1890","NY","Kings County",632.74859818,0.255,47547,2621793,0.0000147722,0.9684161776,620.90533418,0.27,54793,2629150,0.0000147722,1,586.18548775,0.257,60862,2582830,0.0000147722,1
"1891","NY","Lewis County",93.235517825,0.224,47542,27220,0.8684978034,0.529072987,102.76989332,0.245,48314,26865,0.8684978034,0.562779193,131.55700495,0.291,52660,26447,0.8684978034,0.5782109499
"1892","NY","Livingston County",75.826586124,0.236,49920,64586,0.5465263866,0.6952120258,90.874085483,0.239,54256,64257,0.5465263866,0.7924395578,122.64985794,0.228,61027,63227,0.5465263866,0.7444986466
"1893","NY","Madison County",75.024064323,0.257,51600,72369,0.5894583481,0.3695705455,95.811787142,0.296,57703,71329,0.5894583481,0.7503199804,151.42316844,0.237,59114,70795,0.5894583481,0.7387326053
"1894","NY","Monroe County",363.47690552,0.214,51371,749857,0.0644997474,0.927383038,344.66952588,0.22,54684,747727,0.0644997474,0.94116027,326.25708471,0.232,60240,742474,0.0644997474,0.948249734
"1895","NY","Montgomery County",129.18853452,0.212,40923,49779,0.4093868854,0.5199824768,108.69782671,0.303,42193,49276,0.4093868854,0.6699854637,142.33654011,0.308,43799,49455,0.4093868854,0.6062645612
"1896","NY","Nassau County",173.38084978,0.258,98312,1358627,0.0019223132,0.9903921668,163.40850748,0.251,105486,1361500,0.0019223132,0.9882817282,143.66338688,0.228,115301,1358343,0.0019223132,0.9885818331
"1897","NY","New York County",620.06019649,0.176,75459,1636268,0,0.9843316583,621.06135169,0.186,77214,1643734,0,1,586.40744787,0.175,84610,1628701,0,1
"1898","NY","Niagara County",377.52193252,0.218,49274,213525,0.224406266,0.8775806236,379.03645188,0.256,50328,211758,0.224406266,0.8372561429,394.56884814,0.292,55013,210433,0.224406266,0.8447121759
"1899","NY","Oneida County",245.34092904,0.284,48350,232871,0.3298393208,0.7113820792,255.20225455,0.265,52404,231190,0.3298393208,0.904337571,283.32335058,0.257,54096,229577,0.3298393208,0.8819599963
"1900","NY","Onondaga County",357.06383823,0.246,52892,468196,0.1258752189,0.9047290729,341.45227811,0.22,56853,466194,0.1258752189,0.9505188148,317.56761816,0.218,59786,461809,0.1258752189,0.9516707849
"1901","NY","Ontario County",131.506984,0.174,58473,109707,0.4746828993,0.8303731087,132.48290171,0.221,58320,109828,0.4746828993,0.8122226237,153.29848006,0.233,62930,109864,0.4746828993,0.808609204
"1902","NY","Orange County",276.78320427,0.24,69228,376099,0.2234069091,0.8402738102,253.96583553,0.271,71963,379210,0.2234069091,0.8475589639,244.91293757,0.257,75048,381951,0.2234069091,0.8788776142
"1903","NY","Orleans County",173.12186071,0.243,46577,41984,0.6087960264,0.7192593802,145.11946583,0.275,50750,41346,0.6087960264,0.7184665252,171.85434443,0.328,52658,40612,0.6087960264,0.762516615
"1904","NY","Oswego County",155.98087443,0.268,46926,120913,0.6175466182,0.6047875259,164.32790712,0.279,52621,118987,0.6175466182,0.7531631575,211.60494856,0.269,53745,117898,0.6175466182,0.6613107961
"1905","NY","Otsego County",175.88974012,0.205,43104,61128,0.7056650444,0.6113493631,127.2154901,0.218,50034,60097,0.7056650444,0.6809617887,148.05919077,0.226,54321,59749,0.7056650444,0.6681443647
"1906","NY","Putnam County",59.127964469,0.22,94334,99487,0.2054959382,0.7914451911,50.01463013,0.236,96267,98900,0.2054959382,0.8430849463,48.435132991,0.21,100887,98892,0.2054959382,0.8821783171
"1907","NY","Queens County",632.63978601,0.281,56866,2321580,0,0.9549580808,620.74224782,0.29,61844,2333054,0,0.9839312115,597.78332448,0.284,68432,2278906,0,0.9796581555
"1908","NY","Rensselaer County",310.09151584,0.231,59925,159774,0.3051201475,0.7047086791,297.36458281,0.235,63174,160070,0.3051201475,0.7585821902,304.98581425,0.211,71084,159442,0.3051201475,0.6626962472
"1909","NY","Richmond County",632.58028698,0.314,70299,473279,0,0.9851556333,620.9038576,0.299,75524,476015,0,0.9988266166,597.89466553,0.273,79719,476179,0,0.9979049773
"1910","NY","Rockland County",159.50995822,0.244,83162,323866,0.0071738635,0.94018679,135.37408024,0.263,84358,326780,0.0071738635,0.9303981238,121.34989065,0.249,88960,325695,0.0071738635,0.9671946536
"1911","NY","St. Lawrence County",123.00234247,0.246,43518,111400,0.6199171014,0.6069195312,114.41929893,0.256,50897,110038,0.6199171014,0.6673158008,145.99568116,0.294,49356,108047,0.6199171014,0.5832737797
"1912","NY","Saratoga County",64.927711298,0.228,71885,224921,0.2996170432,0.868683603,79.954652585,0.239,75904,227053,0.2996170432,0.9019065877,102.61570308,0.202,83210,230163,0.2996170432,0.9181629001
"1913","NY","Schenectady County",457.03839122,0.229,56508,155735,0.081563011,0.8919968719,429.17719621,0.22,57923,154553,0.081563011,0.9591991055,429.4926941,0.228,63297,155350,0.081563011,0.9565492771
"1914","NY","Schoharie County",51.829795018,0.257,48718,31566,0.8284527772,0.4589453113,68.472543548,0.252,50244,31317,0.8284527772,0.383523161,89.526946012,0.258,57757,31097,0.8284527772,0.4939082109
"1915","NY","Schuyler County",85.101759977,0.271,48135,18479,0.8115357357,0.5495284305,86.341805623,0.248,48109,18099,0.8115357357,0.6325028621,71.09458314,0.25,50190,17912,0.8115357357,0.6671209726
"1916","NY","Seneca County",176.28417416,0.253,49809,34884,0.5865649201,0.6813707413,208.86491608,0.261,48998,34777,0.5865649201,0.758219625,201.35665834,0.308,54184,34300,0.5865649201,0.6831579246
